run_index,seed,firefighters,final_burnt,contained_at,run_length,collision_events,collisions_per_tick,messages,perception_r,comm_r,max_ticks
7,58,40,2058,65,65,68,1.0461538461538462,3956,6,6,300
8,59,40,2016,57,57,43,0.7543859649122807,3912,6,6,300
9,60,40,2,4,4,0,0.0,2,6,6,300
10,61,40,2145,43,43,62,1.441860465116279,3627,6,6,300
11,62,40,2148,56,56,48,0.8571428571428571,3939,6,6,300
12,63,40,2127,58,58,33,0.5689655172413793,4218,6,6,300
13,64,40,2132,44,44,31,0.7045454545454546,3304,6,6,300
14,65,40,2121,54,54,38,0.7037037037037037,3726,6,6,300
15,66,40,2089,45,45,28,0.6222222222222222,3720,6,6,300
16,67,40,2114,51,51,51,1.0,4093,6,6,300
17,68,40,2164,60,60,36,0.6,3635,6,6,300
18,69,40,2109,82,82,68,0.8292682926829268,4098,6,6,300
19,70,40,2152,91,91,73,0.8021978021978022,4097,6,6,300
20,71,40,2097,58,58,39,0.6724137931034483,3813,6,6,300
21,72,40,2125,78,78,67,0.8589743589743589,4780,6,6,300
22,73,40,2060,58,58,57,0.9827586206896551,3954,6,6,300
23,74,40,2077,64,64,36,0.5625,4061,6,6,300
24,75,40,2052,66,66,58,0.8787878787878788,3363,6,6,300
25,76,40,2116,74,74,68,0.918918918918919,4103,6,6,300
26,77,40,2137,54,54,31,0.5740740740740741,4156,6,6,300
27,78,40,2150,67,67,39,0.582089552238806,4066,6,6,300
28,79,40,2012,110,110,59,0.5363636363636364,4843,6,6,300
29,80,40,3,4,4,0,0.0,5,6,6,300
30,81,40,2082,83,83,45,0.5421686746987951,4210,6,6,300
31,82,40,2059,79,79,48,0.6075949367088608,4074,6,6,300
32,83,40,2071,64,64,59,0.921875,4964,6,6,300
33,84,40,2046,72,72,44,0.6111111111111112,3901,6,6,300
34,85,40,2127,55,55,55,1.0,3963,6,6,300
35,86,40,2041,64,64,38,0.59375,3779,6,6,300
36,87,40,2106,50,50,26,0.52,3904,6,6,300
37,88,40,2103,59,59,46,0.7796610169491526,4248,6,6,300
38,89,40,2102,59,59,31,0.5254237288135594,3940,6,6,300
39,90,40,2138,53,53,46,0.8679245283018868,3872,6,6,300
40,91,40,2044,69,69,34,0.4927536231884058,3685,6,6,300
41,92,40,2072,51,51,40,0.7843137254901961,3841,6,6,300
42,93,40,2091,57,57,64,1.1228070175438596,4216,6,6,300
43,94,40,2041,96,96,61,0.6354166666666666,4208,6,6,300
44,95,40,2103,46,46,59,1.2826086956521738,4244,6,6,300
45,96,40,2101,53,53,47,0.8867924528301887,4009,6,6,300
46,97,40,2134,56,56,62,1.1071428571428572,4201,6,6,300
47,98,40,2092,74,74,59,0.7972972972972973,3850,6,6,300
48,99,40,2090,73,73,73,1.0,4796,6,6,300
49,100,40,2080,66,66,60,0.9090909090909091,4492,6,6,300
